building_id,datetime,kW,degF
1,2021-01-07 15:00:00-05:00,610.91435,42.908
1,2021-01-07 16:00:00-05:00,570.08175,41.81
1,2021-01-07 17:00:00-05:00,540.8654200000001,39.488
1,2021-01-07 18:00:00-05:00,467.56962,37.147999999999996
1,2021-01-07 19:00:00-05:00,440.60717,35.33
1,2021-01-07 20:00:00-05:00,333.82687,33.692
1,2021-01-07 21:00:00-05:00,311.51481,32.702
1,2021-01-07 22:00:00-05:00,309.73507,31.658
1,2021-01-07 23:00:00-05:00,307.61697999999996,31.424
1,2021-01-08 00:00:00-05:00,300.31357,31.028
1,2021-01-08 01:00:00-05:00,304.98546000000005,30.668
1,2021-01-08 02:00:00-05:00,311.20645,30.002
1,2021-01-08 03:00:00-05:00,306.00412,29.714
1,2021-01-08 04:00:00-05:00,309.55746000000005,28.616
1,2021-01-08 05:00:00-05:00,577.83408,27.842
1,2021-01-08 06:00:00-05:00,837.1091899999999,27.428
1,2021-01-08 07:00:00-05:00,974.64067,27.032
1,2021-01-08 08:00:00-05:00,891.11569,28.634
1,2021-01-08 09:00:00-05:00,855.30228,29.588
1,2021-01-08 10:00:00-05:00,853.9926999999999,30.884
1,2021-01-08 11:00:00-05:00,838.63306,33.314
1,2021-01-08 12:00:00-05:00,787.73921,35.042
1,2021-01-08 13:00:00-05:00,648.29456,36.769999999999996
1,2021-01-08 14:00:00-05:00,586.54657,37.832
1,2021-01-08 15:00:00-05:00,579.85802,38.534
1,2021-01-08 16:00:00-05:00,561.4178499999999,37.652
1,2021-01-08 17:00:00-05:00,456.88541,36.806
1,2021-01-08 18:00:00-05:00,403.82552000000004,35.582
1,2021-01-08 19:00:00-05:00,398.90223,34.34
1,2021-01-08 20:00:00-05:00,353.87811,33.278
1,2021-01-08 21:00:00-05:00,375.45311,32.288
1,2021-01-08 22:00:00-05:00,323.0408,31.496
1,2021-01-08 23:00:00-05:00,315.53115,31.172
1,2021-01-09 00:00:00-05:00,308.88504,30.416
1,2021-01-09 01:00:00-05:00,321.23276,30.11
1,2021-01-09 02:00:00-05:00,327.76946999999996,28.4
1,2021-01-09 03:00:00-05:00,320.94921,27.572
1,2021-01-09 04:00:00-05:00,317.71142,26.618
1,2021-01-09 05:00:00-05:00,342.80001,25.79
1,2021-01-09 06:00:00-05:00,437.29224,25.088
1,2021-01-09 07:00:00-05:00,442.66666,24.782
1,2021-01-09 08:00:00-05:00,436.83815000000004,25.736
1,2021-01-09 09:00:00-05:00,445.41077,27.428
1,2021-01-09 10:00:00-05:00,473.68487,29.714
1,2021-01-09 11:00:00-05:00,505.15891,32.36
1,2021-01-09 12:00:00-05:00,465.91673,33.926
1,2021-01-09 13:00:00-05:00,436.48944,35.78
1,2021-01-09 14:00:00-05:00,418.72442,36.662
1,2021-01-09 15:00:00-05:00,415.02159,37.13
1,2021-01-09 16:00:00-05:00,409.66735,35.87
1,2021-01-09 17:00:00-05:00,345.70031,35.672
1,2021-01-09 18:00:00-05:00,321.91999,36.014
1,2021-01-09 19:00:00-05:00,322.85219,35.96
1,2021-01-09 20:00:00-05:00,323.1441,35.726
1,2021-01-09 21:00:00-05:00,316.29687,35.15
1,2021-01-09 22:00:00-05:00,316.86003999999997,33.908
1,2021-01-09 23:00:00-05:00,310.2427,33.188
1,2021-01-10 00:00:00-05:00,305.79956,32.558
1,2021-01-10 01:00:00-05:00,303.96893,32.18
1,2021-01-10 02:00:00-05:00,310.41666,31.82
1,2021-01-10 03:00:00-05:00,308.75232,31.046
1,2021-01-10 04:00:00-05:00,307.92331,30.47
1,2021-01-10 05:00:00-05:00,343.009,29.822
1,2021-01-10 06:00:00-05:00,446.05897999999996,29.246
1,2021-01-10 07:00:00-05:00,446.95363000000003,29.066
1,2021-01-10 08:00:00-05:00,446.20892,30.128
1,2021-01-10 09:00:00-05:00,444.6385,31.226
1,2021-01-10 10:00:00-05:00,441.34968,33.062
1,2021-01-10 11:00:00-05:00,440.72006,34.952
1,2021-01-10 12:00:00-05:00,416.03924,36.788
1,2021-01-10 13:00:00-05:00,411.381,39.722
1,2021-01-10 14:00:00-05:00,407.04977,41.702
1,2021-01-10 15:00:00-05:00,407.52206,42.278
1,2021-01-10 16:00:00-05:00,413.63787,41.468
1,2021-01-10 17:00:00-05:00,345.74627000000004,39.614000000000004
1,2021-01-10 18:00:00-05:00,318.95864,37.886
1,2021-01-10 19:00:00-05:00,311.67378,36.104
1,2021-01-10 20:00:00-05:00,320.84783000000004,35.33
1,2021-01-10 21:00:00-05:00,317.26277000000005,33.872
1,2021-01-10 22:00:00-05:00,315.88607,33.134
1,2021-01-10 23:00:00-05:00,318.5718,32.072
1,2021-01-11 00:00:00-05:00,309.28571999999997,31.334
1,2021-01-11 01:00:00-05:00,308.02926,30.073999999999998
1,2021-01-11 02:00:00-05:00,315.23987,29.12
1,2021-01-11 03:00:00-05:00,314.13501,28.526
1,2021-01-11 04:00:00-05:00,589.6082299999999,27.625999999999998
1,2021-01-11 05:00:00-05:00,719.92328,27.734
1,2021-01-11 06:00:00-05:00,784.4122199999999,27.968
1,2021-01-11 07:00:00-05:00,988.8525400000001,27.896
1,2021-01-11 08:00:00-05:00,946.85952,28.706
1,2021-01-11 09:00:00-05:00,866.53544,29.912
1,2021-01-11 10:00:00-05:00,788.86217,30.812
1,2021-01-11 11:00:00-05:00,722.38699,31.694
1,2021-01-11 12:00:00-05:00,730.3872700000001,32.972
1,2021-01-11 13:00:00-05:00,694.0349,33.638
1,2021-01-11 14:00:00-05:00,674.77087,35.402
1,2021-01-11 15:00:00-05:00,664.24734,36.032000000000004
1,2021-01-11 16:00:00-05:00,669.01787,36.356
1,2021-01-11 17:00:00-05:00,694.41022,35.636
1,2021-01-11 18:00:00-05:00,499.5741,34.664
1,2021-01-11 19:00:00-05:00,462.08387,35.078
1,2021-01-11 20:00:00-05:00,331.56352000000004,34.016
1,2021-01-11 21:00:00-05:00,309.17823,33.836
1,2021-01-11 22:00:00-05:00,305.56904,32.81
1,2021-01-11 23:00:00-05:00,304.86215999999996,32.468
1,2021-01-12 00:00:00-05:00,302.37354,32.018
1,2021-01-12 01:00:00-05:00,311.35481,31.766
1,2021-01-12 02:00:00-05:00,311.20921000000004,31.28
1,2021-01-12 03:00:00-05:00,315.68943,30.092
1,2021-01-12 04:00:00-05:00,320.79924,29.786
1,2021-01-12 05:00:00-05:00,639.41705,28.904
1,2021-01-12 06:00:00-05:00,888.69535,29.03
1,2021-01-12 07:00:00-05:00,1007.03574,30.2
1,2021-01-12 08:00:00-05:00,896.2004499999999,30.83
1,2021-01-12 09:00:00-05:00,821.01726,32.882
1,2021-01-12 10:00:00-05:00,778.80316,35.78
1,2021-01-12 11:00:00-05:00,769.48567,38.372
1,2021-01-12 12:00:00-05:00,707.63755,41.629999999999995
1,2021-01-12 13:00:00-05:00,661.51981,44.222
1,2021-01-12 14:00:00-05:00,623.30498,44.366
1,2021-01-12 15:00:00-05:00,613.9490999999999,44.33
1,2021-01-12 16:00:00-05:00,595.03689,43.736
1,2021-01-12 17:00:00-05:00,477.76292,40.82
1,2021-01-12 18:00:00-05:00,496.56786,38.948
1,2021-01-12 19:00:00-05:00,432.74178,38.426
1,2021-01-12 20:00:00-05:00,326.50018,37.49
1,2021-01-12 21:00:00-05:00,310.89569,37.706
1,2021-01-12 22:00:00-05:00,308.40081,36.428
1,2021-01-12 23:00:00-05:00,310.2389,35.6
1,2021-01-13 00:00:00-05:00,307.66092,34.538
1,2021-01-13 01:00:00-05:00,309.55710999999997,34.484
1,2021-01-13 02:00:00-05:00,315.32124,34.682
1,2021-01-13 03:00:00-05:00,308.06367,34.97
1,2021-01-13 04:00:00-05:00,314.40469,34.79
1,2021-01-13 05:00:00-05:00,568.76497,34.952
1,2021-01-13 06:00:00-05:00,793.92549,34.538
1,2021-01-13 07:00:00-05:00,927.56605,35.024
1,2021-01-13 08:00:00-05:00,835.58691,35.348
1,2021-01-13 09:00:00-05:00,781.68479,35.564
1,2021-01-13 10:00:00-05:00,690.61852,38.156
1,2021-01-13 11:00:00-05:00,679.56297,39.83
1,2021-01-13 12:00:00-05:00,648.91362,41.216
1,2021-01-13 13:00:00-05:00,614.81462,42.962
1,2021-01-13 14:00:00-05:00,581.1657700000001,43.07
1,2021-01-13 15:00:00-05:00,565.02715,42.026
1,2021-01-13 16:00:00-05:00,544.3409,40.82
1,2021-01-13 17:00:00-05:00,441.6277,40.01
1,2021-01-13 18:00:00-05:00,421.18014,39.2
1,2021-01-13 19:00:00-05:00,469.40208,37.796
1,2021-01-13 20:00:00-05:00,334.811,37.562
1,2021-01-13 21:00:00-05:00,319.03295,37.724000000000004
1,2021-01-13 22:00:00-05:00,314.33193,37.724000000000004
1,2021-01-13 23:00:00-05:00,312.27453,38.066
1,2021-01-14 00:00:00-05:00,308.20365000000004,37.958
1,2021-01-14 01:00:00-05:00,309.84441,37.22
1,2021-01-14 02:00:00-05:00,312.16963,36.572
1,2021-01-14 03:00:00-05:00,310.85603000000003,36.392
1,2021-01-14 04:00:00-05:00,313.18414,35.006
1,2021-01-14 05:00:00-05:00,526.15724,34.736
1,2021-01-14 06:00:00-05:00,771.06348,35.078
1,2021-01-14 07:00:00-05:00,913.3024499999999,35.798
1,2021-01-14 08:00:00-05:00,800.31098,35.942
1,2021-01-14 09:00:00-05:00,703.19148,38.768
1,2021-01-14 10:00:00-05:00,721.30927,41.504000000000005
1,2021-01-14 11:00:00-05:00,671.89698,44.924
1,2021-01-14 12:00:00-05:00,628.55704,47.444
1,2021-01-14 13:00:00-05:00,618.20845,48.92
1,2021-01-14 14:00:00-05:00,601.97968,48.848
1,2021-01-14 15:00:00-05:00,593.5850300000001,49.082
1,2021-01-14 16:00:00-05:00,541.29622,48.056
1,2021-01-14 17:00:00-05:00,434.81414,44.942
1,2021-01-14 18:00:00-05:00,391.23515000000003,43.484
1,2021-01-14 19:00:00-05:00,384.23003000000006,42.926
1,2021-01-14 20:00:00-05:00,321.90887,42.134
1,2021-01-14 21:00:00-05:00,306.1064,41.054
1,2021-01-14 22:00:00-05:00,311.06523,41.09
1,2021-01-14 23:00:00-05:00,307.19347999999997,39.668
1,2021-01-15 00:00:00-05:00,301.03881,39.326
1,2021-01-15 01:00:00-05:00,303.16931,39.038
1,2021-01-15 02:00:00-05:00,307.37273,37.976
1,2021-01-15 03:00:00-05:00,307.55038,37.724000000000004
1,2021-01-15 04:00:00-05:00,305.47419,36.32
1,2021-01-15 05:00:00-05:00,516.33724,35.996
1,2021-01-15 06:00:00-05:00,752.21907,35.708
1,2021-01-15 07:00:00-05:00,911.3169499999999,35.42
1,2021-01-15 08:00:00-05:00,797.63166,39.362
1,2021-01-15 09:00:00-05:00,746.40881,39.956
1,2021-01-15 10:00:00-05:00,675.28464,40.370000000000005
1,2021-01-15 11:00:00-05:00,632.47299,41.792
1,2021-01-15 12:00:00-05:00,575.97808,41.99
1,2021-01-15 13:00:00-05:00,563.32092,43.106
1,2021-01-15 14:00:00-05:00,577.67761,43.466
1,2021-01-15 15:00:00-05:00,612.18895,43.754000000000005
1,2021-01-15 16:00:00-05:00,625.06709,44.744
1,2021-01-15 17:00:00-05:00,536.7676700000001,44.69
1,2021-01-15 18:00:00-05:00,486.51905,45.896
1,2021-01-15 19:00:00-05:00,477.39919,46.67
1,2021-01-15 20:00:00-05:00,332.35465000000005,44.942
1,2021-01-15 21:00:00-05:00,304.18137,45.338
1,2021-01-15 22:00:00-05:00,299.82128,45.428
1,2021-01-15 23:00:00-05:00,298.47267999999997,45.428
1,2021-01-16 00:00:00-05:00,295.53017,44.762
1,2021-01-16 01:00:00-05:00,298.36753000000004,46.238
1,2021-01-16 02:00:00-05:00,304.96312,45.248000000000005
1,2021-01-16 03:00:00-05:00,304.70364,42.638
1,2021-01-16 04:00:00-05:00,300.85985999999997,41.396
1,2021-01-16 05:00:00-05:00,329.17744,41.108
1,2021-01-16 06:00:00-05:00,413.26547,41.756
1,2021-01-16 07:00:00-05:00,403.8014,41.576
1,2021-01-16 08:00:00-05:00,405.36995,42.512
1,2021-01-16 09:00:00-05:00,415.82923,42.188
1,2021-01-16 10:00:00-05:00,416.46518,42.566
1,2021-01-16 11:00:00-05:00,403.7981,45.266
1,2021-01-16 12:00:00-05:00,398.09497,45.698
1,2021-01-16 13:00:00-05:00,399.85746,45.212
1,2021-01-16 14:00:00-05:00,397.79933,45.32
1,2021-01-16 15:00:00-05:00,397.81324,44.402
1,2021-01-16 16:00:00-05:00,399.56043,43.484
1,2021-01-16 17:00:00-05:00,330.58875,42.566
1,2021-01-16 18:00:00-05:00,304.68523,41.647999999999996
1,2021-01-16 19:00:00-05:00,306.0822,40.730000000000004
1,2021-01-16 20:00:00-05:00,313.86334000000005,39.524
1,2021-01-16 21:00:00-05:00,308.99367,38.444
1,2021-01-16 22:00:00-05:00,302.01627,37.922
1,2021-01-16 23:00:00-05:00,305.48951,37.616
1,2021-01-17 00:00:00-05:00,299.01826,36.896
1,2021-01-17 01:00:00-05:00,302.63390999999996,36.518
1,2021-01-17 02:00:00-05:00,312.44766999999996,36.482
1,2021-01-17 03:00:00-05:00,304.33221999999995,36.05
1,2021-01-17 04:00:00-05:00,307.57487,34.988
1,2021-01-17 05:00:00-05:00,342.71619,34.538
1,2021-01-17 06:00:00-05:00,428.34896999999995,34.664
1,2021-01-17 07:00:00-05:00,410.52919,36.032000000000004
1,2021-01-17 08:00:00-05:00,402.06784000000005,37.31
1,2021-01-17 09:00:00-05:00,410.52413,38.426
1,2021-01-17 10:00:00-05:00,407.33317999999997,39.542
1,2021-01-17 11:00:00-05:00,406.11821999999995,41.306
1,2021-01-17 12:00:00-05:00,402.74974,42.854
1,2021-01-17 13:00:00-05:00,400.81909,43.682
1,2021-01-17 14:00:00-05:00,400.00647999999995,44.653999999999996
1,2021-01-17 15:00:00-05:00,407.39063,43.736
1,2021-01-17 16:00:00-05:00,405.97406,43.664
1,2021-01-17 17:00:00-05:00,338.47742,42.602000000000004
1,2021-01-17 18:00:00-05:00,312.46446000000003,41.324
1,2021-01-17 19:00:00-05:00,313.19007,41.162
1,2021-01-17 20:00:00-05:00,312.97085,41.251999999999995
1,2021-01-17 21:00:00-05:00,309.88696000000004,40.730000000000004
1,2021-01-17 22:00:00-05:00,303.42316,40.172
1,2021-01-17 23:00:00-05:00,306.86476,39.866
1,2021-01-18 00:00:00-05:00,302.38165000000004,40.298
1,2021-01-18 01:00:00-05:00,300.34184000000005,40.208
1,2021-01-18 02:00:00-05:00,307.83532,38.228
1,2021-01-18 03:00:00-05:00,310.33322,37.382
1,2021-01-18 04:00:00-05:00,306.74294,36.932
1,2021-01-18 05:00:00-05:00,336.06995,36.428
1,2021-01-18 06:00:00-05:00,436.79509,35.834
1,2021-01-18 07:00:00-05:00,428.24019,35.96
1,2021-01-18 08:00:00-05:00,415.26167,39.074
1,2021-01-18 09:00:00-05:00,421.14403000000004,39.146
1,2021-01-18 10:00:00-05:00,419.4094,41.27
1,2021-01-18 11:00:00-05:00,418.66837,43.304
1,2021-01-18 12:00:00-05:00,429.05505,44.294
1,2021-01-18 13:00:00-05:00,421.73235,44.870000000000005
1,2021-01-18 14:00:00-05:00,415.24523,44.168
1,2021-01-18 15:00:00-05:00,414.68457,44.564
1,2021-01-18 16:00:00-05:00,418.09487,43.484
1,2021-01-18 17:00:00-05:00,343.08695,41.702
1,2021-01-18 18:00:00-05:00,315.03623,40.532
1,2021-01-18 19:00:00-05:00,312.97357,39.794
1,2021-01-18 20:00:00-05:00,321.44322,39.092
1,2021-01-18 21:00:00-05:00,314.52933,38.444
1,2021-01-18 22:00:00-05:00,312.99773999999996,37.688
1,2021-01-18 23:00:00-05:00,316.89496999999994,37.094
1,2021-01-19 00:00:00-05:00,306.43482,35.906
1,2021-01-19 01:00:00-05:00,301.26968,34.808
1,2021-01-19 02:00:00-05:00,310.66969,34.142
1,2021-01-19 03:00:00-05:00,311.86735,33.926
1,2021-01-19 04:00:00-05:00,306.523,33.836
1,2021-01-19 05:00:00-05:00,664.0785500000001,33.602
1,2021-01-19 06:00:00-05:00,935.30036,33.548
1,2021-01-19 07:00:00-05:00,1023.39103,34.466
1,2021-01-19 08:00:00-05:00,966.76239,35.474
1,2021-01-19 09:00:00-05:00,856.87081,37.418
1,2021-01-19 10:00:00-05:00,723.17549,39.002
1,2021-01-19 11:00:00-05:00,667.11295,40.316
1,2021-01-19 12:00:00-05:00,632.25351,41.936
1,2021-01-19 13:00:00-05:00,576.2476700000001,41.792
1,2021-01-19 14:00:00-05:00,538.7840699999999,41.036
1,2021-01-19 15:00:00-05:00,530.02197,39.92
1,2021-01-19 16:00:00-05:00,511.03281,39.812
1,2021-01-19 17:00:00-05:00,417.19203000000005,39.398
1,2021-01-19 18:00:00-05:00,367.16179999999997,37.31
1,2021-01-19 19:00:00-05:00,570.64995,36.716
1,2021-01-19 20:00:00-05:00,310.70437,36.014
1,2021-01-19 21:00:00-05:00,300.35398,35.168
1,2021-01-19 22:00:00-05:00,299.00511,35.492
1,2021-01-19 23:00:00-05:00,298.05418,35.798
1,2021-01-20 00:00:00-05:00,297.00071,35.348
1,2021-01-20 01:00:00-05:00,297.18465999999995,33.836
1,2021-01-20 02:00:00-05:00,309.08623,36.068
1,2021-01-20 03:00:00-05:00,313.71114,35.114
1,2021-01-20 04:00:00-05:00,303.67752,34.664
1,2021-01-20 05:00:00-05:00,324.74068,34.862
1,2021-01-20 06:00:00-05:00,415.93998,34.682
1,2021-01-20 07:00:00-05:00,412.48566,34.304
1,2021-01-20 08:00:00-05:00,408.6438,34.25
1,2021-01-20 09:00:00-05:00,415.70131,34.754
1,2021-01-20 10:00:00-05:00,459.03724,36.302
1,2021-01-20 11:00:00-05:00,463.71261,38.75
1,2021-01-20 12:00:00-05:00,471.65921000000003,39.488
1,2021-01-20 13:00:00-05:00,463.93121,39.11
1,2021-01-20 14:00:00-05:00,457.63534999999996,37.616
1,2021-01-20 15:00:00-05:00,461.66932,36.122
1,2021-01-20 16:00:00-05:00,466.42894,35.564
1,2021-01-20 17:00:00-05:00,385.63251,33.026
1,2021-01-20 18:00:00-05:00,359.53648,31.226
1,2021-01-20 19:00:00-05:00,369.2021,29.966
1,2021-01-20 20:00:00-05:00,366.18701,28.832
1,2021-01-20 21:00:00-05:00,360.0421,28.994
1,2021-01-20 22:00:00-05:00,348.86119,28.274
1,2021-01-20 23:00:00-05:00,352.68665999999996,27.86
1,2021-01-21 00:00:00-05:00,357.17071999999996,27.806
1,2021-01-21 01:00:00-05:00,355.63271000000003,27.428
1,2021-01-21 02:00:00-05:00,360.89971999999995,27.247999999999998
